index,radio,net,cell,lon,lat,range,samples,distance
7059,UMTS,99,24616114,12.58545,41.830257,215,19,9601
7068,UMTS,99,18719705,12.530214,41.889099,21,13,2815
7069,UMTS,99,18719702,12.530186,41.889198,1,2,2813
7078,UMTS,99,24579694,12.507483,41.794445,156,12,10706
7079,UMTS,99,24577841,12.551947,41.801724,370,28,10786
7080,UMTS,99,24583254,12.534372,41.797233,94,8,10797
7142,UMTS,99,19372785,12.436706,41.897288,182,5,4206
7219,UMTS,99,21993024,12.380174,41.817257,815,2,11621
7257,UMTS,99,13833217,12.482561,41.995517,27,5,11739
7261,UMTS,99,13863425,12.579168,41.91035,57,25,6829
7272,UMTS,99,21364216,12.47373,41.910381,1407,6,2638
7279,UMTS,99,18063437,12.475861,41.882183,61,14,1511
7281,UMTS,99,18060961,12.469816,41.864058,72,3,3351
7287,UMTS,99,18064055,12.443088,41.871416,689,9,4209
7288,UMTS,99,27239561,12.494816,41.830321,127,2,6659
7289,UMTS,99,27237056,12.493985,41.830581,168,4,6629
7290,UMTS,99,27237053,12.494855,41.829701,35,2,6728
7291,UMTS,99,18023122,12.449027,41.852211,20,2,5306
7292,UMTS,99,18053052,12.454974,41.853551,619,10,4927
7294,UMTS,99,18683561,12.579242,41.910215,33,4,6829
7295,UMTS,99,18024003,12.486488,41.835309,2078,6,6117
7296,UMTS,99,18027519,12.417849,41.881845,398,4,5608
7297,UMTS,99,27239564,12.492062,41.830038,77,5,6688
7298,UMTS,99,21346672,12.482168,41.90171,227,9,1488
7301,UMTS,99,27239567,12.472294,41.842231,2393,18,5535
7302,UMTS,99,18070052,12.45572,41.856155,61,8,4658
7304,UMTS,99,21995118,12.383473,41.943706,5,2,10043
7307,UMTS,99,19375102,12.46033,41.895601,4,2,2452
7308,UMTS,99,21341055,12.460359,41.895645,9,2,2451
7351,UMTS,99,18683685,12.561251,41.882679,11,2,5185
7372,UMTS,99,27239563,12.489652,41.822906,54,3,7484
7380,UMTS,99,21339239,12.473837,41.899599,391,6,1727
7381,UMTS,99,21984682,12.383855,41.94427,34,2,10058
7382,UMTS,99,21338375,12.485945,41.902971,116,2,1500
7441,UMTS,99,21996742,12.383711,41.943592,46,2,10022
7443,UMTS,99,21340135,12.481388,41.899387,34,2,1308
7444,UMTS,99,27236031,12.41766,41.880023,12,4,5658
7449,UMTS,99,27262465,12.420954,41.901309,14,4,5444
7451,UMTS,99,27237082,12.421135,41.901581,408,145,5438
7452,UMTS,99,27237085,12.421592,41.901633,346,18,5406
7453,UMTS,99,27235591,12.421146,41.901517,85,14,5435
7454,UMTS,99,27237088,12.421071,41.901596,63,3,5443
7455,UMTS,99,27238664,12.419238,41.904214,373,12,5649
7457,UMTS,99,27236656,12.47856,41.871345,338,6,2330
7458,UMTS,99,27238665,12.41742,41.902665,475,3,5734
7459,UMTS,99,19372411,12.468309,41.908439,0,2,2703
7462,UMTS,99,27262466,12.423102,41.902272,196,8,5315
